白名单,#genre#
CETV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
NewTV黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
NewTV超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV哒啵赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
NewTV金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTV精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
咪咕体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
CHC动作,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
NewTV海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTV精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NewTV惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTV武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
NewTV炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
NewTV怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
CETV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
NewTV超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226467/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
NewTV超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
睛彩竞技,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
睛彩篮球,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
NewTV超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV纪实科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226498/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226320/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226448/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226386/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225726/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226346/index.m3u8
上海都市频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226347/index.m3u8
苏州新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226410/index.m3u8
南京新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226311/index.m3u8
武汉一台新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226478/index.m3u8
长沙新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226308/index.m3u8
哈尔滨影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8
哈尔滨生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8
新动漫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226515/index.m3u8
NOWNewS,http://cdn.163189.xyz/163189/now
Channel8,http://cdn6.163189.xyz/163189/ch8
CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
八度空间,http://cdn6.163189.xyz/163189/8tv
凤凰香港,http://cdn6.163189.xyz/163189/fhhk
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
凤凰资讯,http://cdn6.163189.xyz/163189/fhzx
日本|购物频道,http://stream1.shopch.jp/HLS/out3/prog_index.m3u8
翡翠台,http://mytv.cdn.loc.cc/o12.php?id=fct
凤凰中文,http://cdn6.163189.xyz/163189/fhzw
CGTN,http://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
卡塔尔|半岛新闻,http://live-hls-web-aja.getaj.net/AJA/04.m3u8
日本|QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
无线新闻台,https://t.freetv.fun/live/wu-xian-xin-wen-tai.m3u8
CTiNews,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
RedBullTV,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
KMEX-DT1[Geo-blocked],https://streaming-live-fcdn.api.prd.univisionnow.com/kmex/kmex.isml/hls/kmex.m3u8
卡塔尔|半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
凤凰卫视·香港,https://cdn6.163189.xyz/163189/fhhk
凤凰卫视·资讯,https://cdn6.163189.xyz/163189/fhzx
cctv4中文国际,https://t.freetv.fun/live/cctv4zhong-wen-guo-ji-1.m3u8
DiscoveryKids,https://t.freetv.fun/live/discovery-kids-1.m3u8
日本|购物频道,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8
凤凰卫视·中文,https://cdn6.163189.xyz/163189/fhzw
澳视澳门,https://cdn6.163189.xyz/163189/asam
betheltv,https://t.freetv.fun/live/bethel-tv-1.m3u8
广东少儿,https://t.freetv.fun/live/yan-dong-shao-er-gao-qing-2.m3u8
RTP2Ⓖ,https://streaming-live.rtp.pt/liverepeater/rtp2HD.smil/playlist.m3u8
TVB星河(粤),https://t.freetv.fun/live/tvbxing-he-2.m3u8
Anime,https://t.freetv.fun/live/anime-tv.m3u8
港台电视31,https://t.freetv.fun/live/gang-tai-dian-shi-31gao-qing.m3u8
TVTokyo,https://t.freetv.fun/live/tv-tokyo.m3u8
animationplus,https://t.freetv.fun/live/animation-plus.m3u8
TakarazukaSkyStage,https://t.freetv.fun/live/takarazuka-sky-stage.m3u8
rtالعربية,https://t.freetv.fun/live/rt-l-rby.m3u8
vejaplus,https://t.freetv.fun/live/veja-plus.m3u8
点击此频道·查看重要信息！🔔,https://epg-1.iill.top/v/301.mp4
cctv-14,https://t.freetv.fun/live/cctv-14gao-qing.m3u8
Newsmax,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
NHKWorldFHD,https://t.freetv.fun/live/ch-ng-nhk-world-tv.m3u8
nowSportsPrime,https://t.freetv.fun/live/prime.m3u8
明珠,https://t.freetv.fun/live/ming-zhu-2.m3u8
翡翠,https://t.freetv.fun/live/fei-cui-3.m3u8
https://github.com/YanG-1989,https://epg.iill.top/v/302.mp4
supertv,https://t.freetv.fun/live/supertv.m3u8
翡翠台,https://t.freetv.fun/live/fei-cui-7.m3u8
cctv-6hd,https://t.freetv.fun/live/cctv-6hd.m3u8
nowSportsHD,https://t.freetv.fun/live/now-sportsjing-xuan.m3u8
cgtnрусский,https://t.freetv.fun/live/cgtn-russkii-3.m3u8
仅支持安卓·不懂问Ai,https://epg.iill.top/v/301.mp4
翡翠台,https://t.freetv.fun/live/fei-cui-tai.m3u8
湖州公共,https://t.freetv.fun/live/hu-zhou-gong-gong-1.m3u8
canalsur,https://t.freetv.fun/live/canal-sur.m3u8
汕尾综合,https://t.freetv.fun/live/shan-wei-zong-he-gao-qing.m3u8
AssyriaSat[Not24/7],http://66.242.170.53/hls/live/temp/index.m3u8
宜兴新闻,https://t.freetv.fun/live/yi-xing-xin-wen-1.m3u8
苏州生活资讯,https://t.freetv.fun/live/su-zhou-sheng-huo-zi-xun.m3u8
ClaroSports,https://t.freetv.fun/live/claro-sports-mexico.m3u8
cgtnfrançais,https://t.freetv.fun/live/cgtn-francais.m3u8
民视台湾台,https://t.freetv.fun/live/min-shi-tai-wan-2.m3u8
BSAsahi,https://t.freetv.fun/live/bs-asahi.m3u8
alhorreyatv,https://t.freetv.fun/live/al-horreya-tv-1.m3u8
енисейplus4,https://t.freetv.fun/live/enisei-plus-4.m3u8
cctv3综艺,https://t.freetv.fun/live/cctv3zong-yi-1.m3u8
南宁影视娱乐,https://t.freetv.fun/live/nan-zhu-ying-shi-yu-le-3.m3u8
walla!plus,https://t.freetv.fun/live/walla-plus.m3u8
ANNNewsFHD,https://t.freetv.fun/live/ann-news.m3u8
山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-8.m3u8
维护内容：维护_Gather「删除_•_源」,https://epg-1.iill.top/v/302.mp4
南宁影视娱乐,https://t.freetv.fun/live/nan-zhu-ying-shi-yu-le.m3u8
MOVIEMOVIE,https://t.freetv.fun/live/mytime-movie-network-2.m3u8
atvcolombia,https://t.freetv.fun/live/atv-colombia.m3u8
凤凰资讯HD[geo-blocked],https://t.freetv.fun/live/feng-huang-zi-xun.m3u8
河北农民,https://t.freetv.fun/live/he-bei-nong-min-1.m3u8
JupiterShopChannel,https://t.freetv.fun/live/ch-ng-jupiter-shop-channel.m3u8
CCTV4,https://stream1.freetv.fun/964a51445ff33a4d13e786b28b01992fa55022cfc28c81c5f24497d1131a5d18.m3u8
岭南戏曲,https://t.freetv.fun/live/ling-nan-xi-qu-2.m3u8
广州综合,https://t.freetv.fun/live/yan-zhou-zong-he-14.m3u8
loveboat,https://t.freetv.fun/live/love-boat-1-1.m3u8
SonLatino,https://t.freetv.fun/live/soap-latino.m3u8
MOVIEMOVIE,https://t.freetv.fun/live/paramount-movie-channel.m3u8
明珠,https://t.freetv.fun/live/ming-zhu-3.m3u8
cgtnрусский,https://t.freetv.fun/live/cgtn-russkii.m3u8
广东影视,https://t.freetv.fun/live/yan-dong-ying-shi-gao-qing.m3u8
TVB亚洲剧,https://t.freetv.fun/live/tvbsya-zhou-5.m3u8
Anime,https://t.freetv.fun/live/its-anime.m3u8
亚洲武侠,https://cdn6.163189.xyz/163189/yzwx
TVTokyo,https://t.freetv.fun/live/bs-tv-tokyo.m3u8
三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
凤凰资讯,https://stream1.freetv.fun/a5857ad51b58a0f7a8c9cbdf291571692b0eed9f5ab2cfce97a211260533c0d8.m3u8
凤凰香港*sg,https://t.freetv.fun/live/feng-huang-xiang-gang-sg.m3u8
NHKWorldFHD,https://t.freetv.fun/live/nhk-world.m3u8
浙江卫视,https://stream1.freetv.fun/2e3a01b886780ceca10b44bb6cdb57413757275a6fdcb083800db996bc2f81e3.m3u8
cetv1,https://t.freetv.fun/live/cetv1-1.m3u8
翡翠,https://t.freetv.fun/live/fei-cui-1.m3u8
BSTBS,https://t.freetv.fun/live/bs-tbs.m3u8
cctv-6hd,https://t.freetv.fun/live/cctv-6hd-2.m3u8
岭南戏曲,https://t.freetv.fun/live/ling-nan-xi-qu-3.m3u8
allbabieschannel,https://t.freetv.fun/live/all-babies-channel.m3u8
浙江少儿频道,https://t.freetv.fun/live/zhe-jiang-shao-er.m3u8
东森卫视,https://t.freetv.fun/live/dong-sen-mei-zhou-xin-wen-tai.m3u8
cctv3hd,https://t.freetv.fun/live/cctv3hd-1.m3u8
岭南戏曲,https://t.freetv.fun/live/ling-nan-xi-qu.m3u8
浙江教育科技,https://t.freetv.fun/live/zhe-jiang-jiao-ke.m3u8
maasrangatv,https://t.freetv.fun/live/maasranga-tv.m3u8
湖北卫视,https://stream1.freetv.fun/e3949feb45f46bb2a6938302925dd6a468483fe3fda085ac5c9e515c3da120ce.m3u8
tvpinfo,https://t.freetv.fun/live/tvp-info.m3u8
9XTASHAN,https://t.freetv.fun/live/9x-tashan-1.m3u8
TVB星河(粤),https://t.freetv.fun/live/tvbxing-he-4.m3u8
TUDN[Geo-blocked],https://streaming-live-fcdn.api.prd.univisionnow.com/tudn/tudn.isml/hls/tudn.m3u8
ToeiChannel,https://t.freetv.fun/live/tennis-channel-2.m3u8
凤凰中文,https://stream1.freetv.fun/4e695e885cc20b20b7e3ec874fe52ed75e27443778c8ff29e498c4c9d7cec4a0.m3u8
凤凰中文*sg,https://t.freetv.fun/live/feng-huang-zhong-wen-sg.m3u8
superonze,https://t.freetv.fun/live/super-onze.m3u8
香港卫视,https://stream1.freetv.fun/ae7eaf28d8610cdc1651ef6a1f7dbb24b49c5a87627d0d881330afaea37a1616.m3u8
台视综合,https://t.freetv.fun/live/tai-shi-zong-he.m3u8
zeenews,https://t.freetv.fun/live/zee-news-1.m3u8
MOVIEMOVIE,https://t.freetv.fun/live/mytime-movie-network-4.m3u8
无线新闻台,https://t.freetv.fun/live/wu-xian-xin-wen-1.m3u8
明珠,https://t.freetv.fun/live/ming-zhu-tai-gao-qing.m3u8
民视台湾台,https://t.freetv.fun/live/min-shi-tai-wan-1.m3u8
fifaplus,https://t.freetv.fun/live/fifa-plus.m3u8
澳视综艺,https://t.freetv.fun/live/ao-shi-zong-yi-1.m3u8
GOLFNETWORK,https://t.freetv.fun/live/lol-network.m3u8
cctv-4中文国际,https://t.freetv.fun/live/cctv-4-zhong-wen-guo-ji-5.m3u8
viutv6,https://t.freetv.fun/live/viutv6gao-qing.m3u8
intouchplus,https://t.freetv.fun/live/in-touch-plus.m3u8
cctv-16hd,https://t.freetv.fun/live/cctv-16hd-1.m3u8
cctv-13hd,https://t.freetv.fun/live/cctv-13hd-2.m3u8
cctv13新闻,https://t.freetv.fun/live/cctv13xin-wen-1.m3u8
翡翠台,https://stream1.freetv.fun/ba009d94229ed40a5d9289178463fba7aa31fb0622f8ab2d66c01147828743ab.m3u8
澳视资讯,https://t.freetv.fun/live/ao-shi-zi-xun.m3u8
长春综合,https://t.freetv.fun/live/chang-chun-zong-he-1.m3u8
dungeonsdragonsadventures,https://t.freetv.fun/live/dungeons-dragons-adventures.m3u8
经典香港电影,https://t.freetv.fun/live/jing-dian-xiang-gang-dian-ying-1.m3u8
CMCPartyCroatia,https://t.freetv.fun/live/cmc-1.m3u8
深圳都市,https://t.freetv.fun/live/shen-zhen-du-shi.m3u8
CCTV1(RTHK33),https://t.freetv.fun/live/cctv1zong-he-1.m3u8
青海卫视,https://stream1.freetv.fun/b42c62bf8970943cef5224e2caf19a6b25d549373552d1170daeb4b100a110a1.m3u8
BBCEarth(tw),https://t.freetv.fun/live/bbc-earth-us.m3u8
cctv风云足球,https://t.freetv.fun/live/cctvfeng-yun-zu-qiu.m3u8
viutv,https://t.freetv.fun/live/viutv-4.m3u8
港台电视32,https://t.freetv.fun/live/gang-tai-dian-shi-32gao-qing.m3u8
湖北垄上,https://t.freetv.fun/live/hu-bei-long-shang-1.m3u8
EISEIGEKIJO,https://t.freetv.fun/live/eisei-gekijo.m3u8
经典卡通,https://t.freetv.fun/live/jing-dian-qia-tong-5.m3u8
